,Unnamed: 0,accountId,assists,champLevel,champiom,combatPlayerScore,creepsPerMinDeltas,csDiffPerMinDeltas,currentAccountId,currentPlatformId,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,damageTakenDiffPerMinDeltas,damageTakenPerMinDeltas,deaths,doubleKills,firstBloodAssist,firstBloodKill,firstInhibitorAssist,firstInhibitorKill,firstTowerAssist,firstTowerKill,gameCreation,gameDuration,gameId,gameVersion,goldEarned,goldPerMinDeltas,goldSpent,highestAchievedSeasonTier,inhibitorKills,item0,item1,item2,item3,item4,item5,item6,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicalDamageTaken,map,matchHistoryUri,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,objectivePlayerScore,participantId,pentaKills,perk0,perk0Var1,perk0Var2,perk0Var3,perk1,perk1Var1,perk1Var2,perk1Var3,perk2,perk2Var1,perk2Var2,perk2Var3,perk3,perk3Var1,perk3Var2,perk3Var3,perk4,perk4Var1,perk4Var2,perk4Var3,perk5,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,platformId,playerScore0,playerScore1,playerScore2,playerScore3,playerScore4,playerScore5,playerScore6,playerScore7,playerScore8,playerScore9,profileIcon,quadraKills,queueId,rel_assists,rel_deaths,rel_goldEarned,rel_kills,rel_longestTimeSpentLiving,rel_magicDamageDealt,rel_magicDamageDealtToChampions,rel_magicalDamageTaken,rel_neutralMinionsKilled,rel_physicalDamageDealt,rel_physicalDamageDealtToChampions,rel_physicalDamageTaken,rel_timeCCingOthers,rel_totalDamageDealt,rel_totalDamageDealtToChampions,rel_totalDamageTaken,rel_totalHeal,rel_totalMinionsKilled,rel_totalTimeCrowdControlDealt,rel_trueDamageDealt,rel_trueDamageDealtToChampions,rel_trueDamageTaken,rel_visionScore,rel_visionWardsBoughtInGame,rel_wardsPlaced,role,season,sightWardsBoughtInGame,spell_1,spell_2,summonerId,summonerName,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,totalPlayerScore,totalScoreRank,totalTimeCrowdControlDealt,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,xpDiffPerMinDeltas,xpPerMinDeltas,posição,score_kmeans
3466,3466,204196076,8,17,41,0,"{'10-20': 8.8, '0-10': 6.9, '20-30': 6.5}","{'10-20': 2, '0-10': -0.10000000000000031, '20-30': 1.1}",204196076,KR,9747,8424,14726,"{'10-20': -620, '0-10': -348.50000000000006, '20-30': -722}","{'10-20': 677.9000000000001, '0-10': 449.9, '20-30': 901.4}",5,0,False,False,True,False,False,False,1520239041650,1915,3135740336,8.4.218.8787,16656,"{'10-20': 537.8, '0-10': 345.4, '20-30': 531.8}",15588,MASTER,0,2055,3053,3046,3078,3031,3047,3340,1,4,TOP,1140,3,1,641,10809,2760,12163,11,/v1/stats/player_history/KR/204196076,14,4,10,0,7,0,8359,675,20,0,8304,9,3,0,8345,4,0,0,8352,580,0,0,8226,1183,0,0,8234,20,0,0,8300,8200,235245,20094,9712,KR,0,0,0,0,0,0,0,0,0,0,3157,0,420,0.13333333333333333,0.19230769230769232,0.23223971332561805,0.15384615384615385,0.15630334064862228,0.03665409709317309,0.06406982682575793,0.21278494078130195,0.06930693069306931,0.43920129942869945,0.29915140687807057,0.15945098425520038,0.08333333333333333,0.2927292259517034,0.21725794653544356,0.1862940065401353,0.2705312074353017,0.28157589803012745,0.29874213836477986,0.2266699631394408,0.3264697105341689,0.2438330170777989,0.30092592592592593,0.4074074074074074,0.33613445378151263,SOLO,11,0,12,4,26691029.0,사 용 수,14,256141,26137,22389,6753,243,0,0,760,1,0,10085,3282,514,4,0,65,11,5,40,True,"{'10-20': 8.299999999999983, '0-10': -29.099999999999994, '20-30': 50.00000000000006}","{'10-20': 540.3, '0-10': 409.4, '20-30': 591.4000000000001}",top,1.097794394807322
3467,3467,209173070,6,17,268,0,"{'10-20': 10.6, '0-10': 8.1, '20-30': 6.699999999999999}","{'10-20': 0.39999999999999947, '0-10': -1.7000000000000002, '20-30': -1.1}",209173070,KR,17210,2211,8840,"{'10-20': 87.5, '0-10': -187.79999999999998, '20-30': -8.200000000000045}","{'10-20': 445.3, '0-10': 210, '20-30': 943.6999999999999}",7,2,False,False,False,False,False,False,1520239041650,1915,3135740336,8.4.218.8787,14626,"{'10-20': 507.4, '0-10': 302.8, '20-30': 436}",14175,DIAMOND,0,3116,3115,1056,3020,3285,3135,3340,2,6,MIDDLE,0,3,2,936,187493,22941,9467,11,/v1/stats/player_history/KR/209173070,36,0,29,0,8,0,8229,1686,0,0,8226,1303,0,0,8234,4,0,0,8237,709,0,0,8009,2590,0,0,9104,16,50,0,8200,8000,9837,2048,8544,KR,0,0,0,0,0,0,0,0,0,0,3227,0,420,0.1,0.2692307692307692,0.20393480109873252,0.2307692307692308,0.2282370153621068,0.6358022598103713,0.5325456149310553,0.16561991567677262,0.1782178217821782,0.018365632351293827,0.03048980199493822,0.14027483623109885,0.125,0.2322464886115587,0.2259276499534513,0.15129679400237975,0.002483775338514542,0.2966396292004635,0.10927672955974843,0.13233839791423174,0.2179448920720183,0.08159392789373814,0.16666666666666666,0.1111111111111111,0.15126050420168066,SOLO,11,0,1,4,57541180.0,트찰라,21,203218,27180,18183,62,256,0,0,278,1,0,5888,2191,172,1,0,36,3,7,18,True,"{'10-20': 37.200000000000045, '0-10': -37.30000000000001, '20-30': -107.00000000000006}","{'10-20': 632.9000000000001, '0-10': 486.7, '20-30': 515.0999999999999}",mid,1.0398834897008842
3514,3514,209754064,9,16,14,0,"{'10-20': 6.1, '0-10': 6.699999999999999, '30-end': 2, '20-30': 3.1}","{'10-20': 1.4, '0-10': -2.3000000000000003, '30-end': -1.7999999999999998, '20-30': -1.6}",209754064,KR,1681,1081,73149,"{'10-20': 404.8, '0-10': 198.2, '30-end': 1491.8, '20-30': 1114.6000000000001}","{'10-20': 756.2, '0-10': 383.4, '30-end': 2641.6, '20-30': 1731.3000000000002}",9,0,False,False,True,False,False,False,1520421195226,2262,3137653319,8.5.220.3006,11276,"{'10-20': 316.2, '0-10': 245.8, '30-end': 235.4, '20-30': 346.9}",11150,UNRANKED,0,3193,0,3082,3047,3001,3083,3340,0,0,MIDDLE,0,0,0,604,64432,6933,18437,11,/v1/stats/player_history/KR/209754064,0,0,0,0,5,0,8229,1298,0,0,8226,11146,0,0,8210,0,0,0,8237,691,0,0,8429,73,17,15,8473,2022,0,0,8200,8400,45223,7388,28646,KR,0,0,0,0,0,0,0,0,0,0,3001,0,420,0.2195121951219512,0.1836734693877551,0.15341496598639456,0.0,0.19446233097231166,0.4893334244681901,0.3227052690374232,0.2913328592873509,0.0,0.07089233451061355,0.08291806958473626,0.23997654352014744,0.2989130434782609,0.11680551045719975,0.12411436264314747,0.2572768443336817,0.43013158330847495,0.2202072538860104,0.4671586715867159,0.0003476375377834866,0.011161558834657586,0.23433520122261844,0.14615384615384616,0.16,0.17094017094017094,SOLO,11,0,4,12,63740596.0,abc900509,55,109716,14382,48004,25955,170,0,0,1266,1,0,59,59,920,0,0,38,4,4,20,False,"{'10-20': -140.00000000000003, '0-10': -41.20000000000002, '30-end': -279.20000000000005, '20-30': -39.70000000000002}","{'10-20': 381.1, '0-10': 449.29999999999995, '30-end': 479.4, '20-30': 453.5}",mid,0.9042119497400704
3515,3515,746180,22,18,61,0,"{'10-20': 4.7, '0-10': 9, '30-end': 3.8, '20-30': 4.7}","{'10-20': -1.4, '0-10': 2.3000000000000003, '30-end': 1.7999999999999998, '20-30': 1.6}",746180,KR,8351,1768,20666,"{'10-20': -404.8, '0-10': -198.2, '30-end': -1491.8, '20-30': -1114.6000000000001}","{'10-20': 351.4, '0-10': 185.2, '30-end': 1149.8, '20-30': 616.7}",3,2,False,False,False,False,False,False,1520421195226,2262,3137653319,8.5.220.3006,17776,"{'10-20': 486.4, '0-10': 299.4, '30-end': 622.8, '20-30': 454}",17485,PLATINUM,0,3089,3157,3907,3165,3285,3020,3364,3,13,MIDDLE,0,5,2,755,202743,43330,5203,11,/v1/stats/player_history/KR/746180,39,5,34,0,6,0,8214,1710,1479,0,8226,1819,0,0,8210,0,0,0,8236,48,0,0,8313,0,0,0,8316,3866,0,0,8200,8300,12330,1507,14654,KR,0,0,0,0,0,0,0,0,0,0,18,0,420,0.2222222222222222,0.0967741935483871,0.22151330874289699,0.2653061224489796,0.25,0.7614703363730602,0.7219500816421741,0.213465167801756,0.2020725388601036,0.01919678652332651,0.01584281238830134,0.1233782088521802,0.23195876288659795,0.33764432795889343,0.28524369621112583,0.13402179532803782,0.09064798078589643,0.24152542372881355,0.5724331926863573,0.8137620919376697,0.13652572592969944,0.01764095468695953,0.12,0.08108108108108109,0.12295081967213115,SOLO,11,0,4,12,1184088.0,RinOvO,45,371793,45374,19960,3661,228,0,0,2035,1,0,156720,536,102,0,0,30,3,6,15,True,"{'10-20': 140.00000000000003, '0-10': 41.20000000000002, '30-end': 279.20000000000005, '20-30': 39.70000000000002}","{'10-20': 521.1, '0-10': 490.5, '30-end': 758.6, '20-30': 493.20000000000005}",mid,1.1804716271926543
3570,3570,4049017,10,16,127,0,"{'10-20': 8.2, '0-10': 7.4, '20-30': 5.9}","{'10-20': -3.3000000000000007, '0-10': -1.3000000000000003, '20-30': -1.1999999999999997}",4049017,KR,1665,1301,8211,"{'10-20': -10, '0-10': 38.599999999999994, '20-30': 51.79999999999998}","{'10-20': 333.7, '0-10': 302.1, '20-30': 1002.9}",2,0,False,False,False,False,False,False,1520398244769,1986,3137452026,8.5.220.3006,13057,"{'10-20': 451.6, '0-10': 339.9, '20-30': 355.8}",12150,UNRANKED,0,3152,1033,3151,1026,3020,3165,3364,1,6,MIDDLE,0,6,1,1335,137910,14162,10456,11,/v1/stats/player_history/KR/4049017,12,4,8,0,1,0,8112,1495,0,0,8143,807,0,0,8136,10,0,0,8134,5,0,0,8234,13,0,0,8236,48,0,0,8100,8200,11604,668,7059,KR,0,0,0,0,0,0,0,0,0,0,3368,0,420,0.15384615384615385,0.10526315789473684,0.18793269715157532,0.17142857142857146,0.3325859491778774,0.510148594511214,0.3877662778599201,0.1790809598026958,0.05357142857142857,0.02403076534384248,0.011050637727671259,0.10704374857836076,0.2465753424657534,0.18977554561134705,0.14948701506893236,0.14029401551105453,0.1165498487111724,0.2642369020501139,0.19851576994434136,0.0064712281386851145,0.03176844334627603,0.1265485039069945,0.1542056074766355,0.13333333333333333,0.18181818181818185,SOLO,11,0,12,4,5143338.0,YJ XiLai,36,149746,14920,18180,3043,232,0,0,428,1,0,232,90,664,1,0,33,2,3,18,True,"{'10-20': -139.8, '0-10': 25.00000000000003, '20-30': -108.1}","{'10-20': 521.4, '0-10': 462.1, '20-30': 427.20000000000005}",mid,0.8933226031426268
3571,3571,916583,23,14,98,0,"{'10-20': 2.2, '0-10': 1.3, '20-30': 1.8}","{'10-20': -0.09999999999999964, '0-10': -0.44999999999999973, '20-30': 0.10000000000000031}",916583,KR,3795,443,25651,"{'10-20': -311, '0-10': -46.20000000000002, '20-30': -266.55}","{'10-20': 476.4, '0-10': 353.70000000000005, '20-30': 695.5}",6,0,False,False,False,False,False,False,1520398244769,1986,3137452026,8.5.220.3006,9335,"{'10-20': 339.5, '0-10': 165, '20-30': 271.4}",8175,MASTER,0,3190,3401,3109,2055,1028,3047,3364,0,0,BOTTOM,0,0,0,599,3064,1292,8318,11,/v1/stats/player_history/KR/916583,0,0,0,0,2,0,8439,312,0,0,8473,713,0,0,8430,25,0,0,8453,398,1158,0,8304,9,3,0,8347,0,0,0,8400,8300,11425,3079,7790,KR,0,0,0,0,0,0,0,0,0,0,747,0,420,0.3538461538461539,0.3157894736842105,0.1343610115577817,0.0,0.14922770303936225,0.01133416933929635,0.03537593779092054,0.1424632195522976,0.0,0.02366007359991385,0.0509354993465566,0.11812874365001134,0.2191780821917808,0.03792444006797885,0.05100793523565245,0.13369602963305938,0.10605538320119501,0.06947608200455581,0.05055658627087199,0.4305319237957101,0.25414754677020823,0.23156089193825044,0.3317757009345794,0.5333333333333333,0.3939393939393939,DUO_SUPPORT,11,0,4,14,1296600.0,Southw1nd,32,29925,5091,17325,2769,61,0,0,109,5,0,15435,720,1215,0,0,71,8,6,39,True,"{'10-20': -29.24999999999997, '0-10': -11.899999999999977, '20-30': -31.44999999999999}","{'10-20': 375.70000000000005, '0-10': 232.60000000000002, '20-30': 366.5}",sup,0.9313030796804797
3572,3572,3022796,8,15,81,0,"{'10-20': 8.100000000000001, '0-10': 7.5, '20-30': 6.7}","{'10-20': -0.09999999999999964, '0-10': -0.44999999999999973, '20-30': 0.10000000000000031}",3022796,KR,17815,3492,6502,"{'10-20': -311, '0-10': -46.20000000000002, '20-30': -266.55}","{'10-20': 411.9, '0-10': 271.2, '20-30': 564.5}",5,2,False,False,False,True,False,False,1520398244769,1986,3137452026,8.5.220.3006,15251,"{'10-20': 454.70000000000005, '0-10': 285.20000000000005, '20-30': 532.2}",12408,MASTER,1,3153,3155,3047,3042,3078,1055,3363,2,11,BOTTOM,0,8,2,520,19248,7616,6366,11,/v1/stats/player_history/KR/3022796,18,6,4,0,3,0,8359,475,26,0,8304,9,3,0,8345,4,0,0,8347,0,0,0,8210,0,0,0,8226,2065,0,0,8300,8200,144451,25645,7458,KR,0,0,0,0,0,0,0,0,0,0,3159,0,420,0.12307692307692307,0.2631578947368421,0.21951149301207595,0.3142857142857143,0.12954658694569007,0.07120107423067105,0.2085318438201632,0.10903111994108278,0.08035714285714286,0.2991440955432084,0.4242419229433076,0.11309424520433695,0.00684931506849315,0.2157720047296244,0.3371373036229561,0.11076127638229734,0.08587077253054502,0.2767653758542141,0.06261595547309833,0.182951661041533,0.13660430638898693,0.10062893081761007,0.21495327102803735,0.2,0.202020202020202,DUO_CARRY,11,0,4,7,3845611.0,Dingchenyu,1,170259,33649,14353,2242,243,0,0,135,4,0,6559,387,528,1,0,46,3,12,20,True,"{'10-20': -29.24999999999997, '0-10': -11.899999999999977, '20-30': -31.44999999999999}","{'10-20': 428, '0-10': 302.7, '20-30': 484.6}",adc,0.8699028896709577
3573,3573,8024711,17,16,113,0,"{'10-20': 1.7, '0-10': 1.3, '20-30': 2.3000000000000003}","{'10-20': 0.19999999999999996, '0-10': 0.9, '20-30': -0.3999999999999999}",8024711,KR,4289,215,39488,"{'10-20': 401.70000000000005, '0-10': -113.09999999999997, '20-30': 359.6}","{'10-20': 1337.7, '0-10': 593.3, '20-30': 1791.2}",4,0,False,False,True,False,False,False,1520398244769,1986,3137452026,8.5.220.3006,12707,"{'10-20': 413.5, '0-10': 300.6, '20-30': 399.6}",11400,MASTER,0,3111,2032,3194,3083,1413,3082,3364,0,2,JUNGLE,0,0,1,689,74567,6054,15394,11,/v1/stats/player_history/KR/8024711,160,27,108,0,4,0,8021,1917,0,0,9111,1613,0,0,9104,14,30,0,8014,136,0,0,8304,9,0,0,8347,0,0,0,8000,8300,104094,7766,28966,KR,0,0,0,0,0,0,0,0,0,0,982,0,420,0.26153846153846155,0.21052631578947367,0.18289505879643625,0.057142857142857134,0.17164922770303934,0.2758338789566941,0.16576310169213074,0.2636545806429513,0.7142857142857143,0.21556863906428286,0.1284719350196033,0.4392448252331488,0.3287671232876712,0.2402819018362146,0.1523825745431228,0.3559131072269167,0.4164464360948332,0.06264236902050115,0.4267161410018553,0.30506819893447884,0.4895870102364984,0.3354297693920336,0.1542056074766355,0.13333333333333333,0.0707070707070707,NONE,11,0,11,4,21894104.0,PENTAGRAM 원스,48,189599,15209,46121,10873,55,0,0,920,1,0,10937,1387,1760,0,0,33,2,8,7,True,"{'10-20': -24.899999999999977, '0-10': 182.90000000000003, '20-30': 47.099999999999994}","{'10-20': 475.70000000000005, '0-10': 412.8, '20-30': 502.4}",jg,2.336236668299143
3574,3574,4735341,7,18,24,0,"{'10-20': 10, '0-10': 6.1, '20-30': 10.3}","{'10-20': 3.5, '0-10': 0.5000000000000004, '20-30': 8.399999999999999}",4735341,KR,22435,12414,28366,"{'10-20': 207.40000000000003, '0-10': 21.5, '20-30': 386.3}","{'10-20': 1082.4, '0-10': 406.9, '20-30': 1316}",2,3,False,False,True,False,False,True,1520398244769,1986,3137452026,8.5.220.3006,19127,"{'10-20': 711.8, '0-10': 336.5, '20-30': 649.9000000000001}",18583,DIAMOND,0,3111,3748,3124,3078,3026,3022,3340,3,16,TOP,0,7,2,871,35544,7398,17853,11,/v1/stats/player_history/KR/4735341,34,17,1,0,5,0,8359,875,21,0,8304,9,0,0,8345,4,0,0,8347,0,0,0,8234,13,0,0,8237,513,0,0,8300,8200,211307,23291,14672,KR,0,0,0,0,0,0,0,0,0,0,7,0,420,0.1076923076923077,0.10526315789473684,0.2752997394821308,0.4571428571428571,0.21699053313403088,0.1314822829621245,0.20256283883686546,0.3057701200609725,0.15178571428571427,0.4375964264487524,0.3853000049628613,0.2224884373341421,0.19863013698630136,0.31624610775483514,0.3099851715293363,0.2593355712466721,0.2750775594622544,0.32687927107061504,0.26159554730983303,0.07497698808959304,0.08789269325803035,0.2058319039451115,0.14485981308411214,0.0,0.15151515151515152,SOLO,11,0,12,4,6390203.0,파이팅야소년,29,249540,30939,33606,7182,287,0,0,564,1,0,2688,249,1080,2,0,31,0,6,15,True,"{'10-20': 307, '0-10': 47.099999999999994, '20-30': 330.9}","{'10-20': 697.3, '0-10': 440.1, '20-30': 673.3}",top,1.157192139064714
3575,3575,901439,3,15,68,0,"{'10-20': 6.5, '0-10': 5.6, '20-30': 1.9}","{'10-20': -3.5, '0-10': -0.5000000000000004, '20-30': -8.399999999999999}",901439,KR,4469,48,27450,"{'10-20': -207.40000000000003, '0-10': -21.5, '20-30': -386.3}","{'10-20': 875, '0-10': 385.4, '20-30': 929.7}",10,0,False,False,False,False,False,False,1520398244769,1986,3137452026,8.5.220.3006,9759,"{'10-20': 323.6, '0-10': 209.7, '20-30': 273.2}",8510,DIAMOND,0,3151,2031,3157,1052,3020,1054,3364,0,1,TOP,0,0,1,420,106966,14843,7400,11,/v1/stats/player_history/KR/901439,10,0,5,0,6,0,8229,1636,0,0,8243,15,0,0,8234,19,0,0,8237,708,0,0,8453,249,1239,0,8473,936,0,0,8200,8400,11717,443,17726,KR,0,0,0,0,0,0,0,0,0,0,1301,0,420,0.1111111111111111,0.2857142857142857,0.16854922279792747,0.05263157894736842,0.1046077210460772,0.29454640580468394,0.2721488815548221,0.19725443156070904,0.06944444444444445,0.04426905246772481,0.013881055336216079,0.2103102568665836,0.1037037037037037,0.1769322731398392,0.1670773995158441,0.20495992426126647,0.01822546511260621,0.20518867924528306,0.11527178602243313,0.033669525874257714,0.006667936749857116,0.14784756527875795,0.11788617886178862,0.1153846153846154,0.07207207207207207,SOLO,11,0,12,4,2713017.0,나는 또 죽었다,14,120470,15322,25546,577,174,0,0,668,1,0,1786,35,419,0,0,29,3,4,8,False,"{'10-20': -307, '0-10': -47.099999999999994, '20-30': -330.9}","{'10-20': 390.3, '0-10': 393, '20-30': 342.4}",top,0.7087368861396669
3576,3576,209283927,5,17,69,0,"{'10-20': 11.5, '0-10': 8.7, '20-30': 7.1}","{'10-20': 3.3000000000000007, '0-10': 1.3000000000000003, '20-30': 1.1999999999999997}",209283927,KR,3952,612,15816,"{'10-20': 10, '0-10': -38.599999999999994, '20-30': -51.79999999999998}","{'10-20': 343.7, '0-10': 263.5, '20-30': 951.1}",2,1,False,False,False,False,False,False,1520398244769,1986,3137452026,8.5.220.3006,13746,"{'10-20': 481, '0-10': 273.9, '20-30': 445.2}",13300,MASTER,0,3040,2055,1082,3001,3135,3151,3363,1,4,MIDDLE,0,4,2,1741,181027,26984,6788,11,/v1/stats/player_history/KR/209283927,14,0,13,0,7,0,8230,22,0,0,8226,1916,0,0,8234,22,0,0,8237,747,0,0,8009,8648,0,0,8014,504,0,0,8200,8000,14655,567,12244,KR,0,0,0,0,0,0,0,0,0,0,1665,0,420,0.1851851851851852,0.057142857142857134,0.2374093264248705,0.21052631578947367,0.4336239103362391,0.49848411835166795,0.4947561422808948,0.18094095695055312,0.09722222222222222,0.055369374747333534,0.01776649746192894,0.1452690277036246,0.22962962962962966,0.2935236942671417,0.3004383573593876,0.15470278163335713,0.2771091948577024,0.3620283018867925,0.7314926660914581,0.07865020265812046,0.0,0.08786167960479888,0.18292682926829268,0.2307692307692308,0.14414414414414414,SOLO,11,0,4,1,58910718.0,Meryl Streep,31,199855,27552,19282,8773,307,0,0,4239,1,0,4172,0,249,0,0,45,6,8,16,False,"{'10-20': 139.8, '0-10': -25.00000000000003, '20-30': 108.1}","{'10-20': 661.2, '0-10': 437.1, '20-30': 535.3}",mid,1.044140941791747
3577,3577,209078773,4,15,18,0,"{'10-20': 8.5, '0-10': 7.9, '20-30': 7.1}","{'10-20': 0.09999999999999964, '0-10': 0.44999999999999973, '20-30': -0.10000000000000031}",209078773,KR,9808,3343,13164,"{'10-20': 311, '0-10': 46.20000000000002, '20-30': 266.55}","{'10-20': 657.0999999999999, '0-10': 353.6, '20-30': 565.3}",6,0,False,True,False,False,False,False,1520398244769,1986,3137452026,8.5.220.3006,13309,"{'10-20': 431.90000000000003, '0-10': 318.29999999999995, '20-30': 439.9}",12905,MASTER,0,3047,3140,3031,3087,3094,1053,3363,2,5,BOTTOM,757,2,1,623,57681,5493,6657,11,/v1/stats/player_history/KR/209078773,8,0,8,0,8,0,8021,1888,0,0,9101,2084,4581,0,9103,12,0,0,8014,349,0,0,8233,22,30,0,8236,28,0,0,8000,8200,110149,16025,10539,KR,0,0,0,0,0,0,0,0,0,0,744,0,420,0.14814814814814814,0.17142857142857146,0.22986183074265976,0.2631578947368421,0.1551681195516812,0.15883300519062107,0.10071507150715073,0.17744902039184327,0.05555555555555555,0.4161638525447999,0.5021307263270038,0.12504004271222638,0.05185185185185185,0.2543039763130763,0.24081303295313286,0.14383940821091312,0.1156385230108342,0.3018867924528302,0.039516824849007766,0.10029220473183148,0.10763955039055058,0.2575864502470007,0.17479674796747968,0.1153846153846154,0.14414414414414414,DUO_CARRY,11,0,7,4,56921556.0,원딜둥이,7,173151,22084,17928,3661,256,0,0,229,5,0,5320,565,730,1,0,43,3,9,16,False,"{'10-20': 29.24999999999997, '0-10': 11.899999999999977, '20-30': 31.44999999999999}","{'10-20': 486.9, '0-10': 329.1, '20-30': 435.7}",adc,1.013936815082269
3578,3578,209630553,10,14,12,0,"{'10-20': 2, '0-10': 1.8, '20-30': 1.2}","{'10-20': 0.09999999999999964, '0-10': 0.44999999999999973, '20-30': -0.10000000000000031}",209630553,KR,1159,228,42433,"{'10-20': 311, '0-10': 46.20000000000002, '20-30': 266.55}","{'10-20': 853.2, '0-10': 363.7, '20-30': 1227.8}",6,0,False,False,False,False,False,False,1520398244769,1986,3137452026,8.5.220.3006,9235,"{'10-20': 304.5, '0-10': 183.89999999999998, '20-30': 320.20000000000005}",8750,PLATINUM,0,3190,3401,2055,3050,3117,1028,3364,0,3,BOTTOM,0,0,1,816,11935,6919,7928,11,/v1/stats/player_history/KR/209630553,0,0,0,0,9,0,8439,564,0,0,8473,667,0,0,8444,1221,0,0,8453,1029,257,0,8345,4,0,0,8352,249,0,0,8400,8300,7027,1125,18989,KR,0,0,0,0,0,0,0,0,0,0,3024,0,420,0.3703703703703704,0.17142857142857146,0.1594991364421416,0.15789473684210525,0.2032378580323786,0.032864754719059364,0.12686101943527686,0.2113288018126083,0.0,0.026549341272569964,0.035250987027636765,0.2252951296197425,0.4592592592592593,0.046529354572451616,0.1014764573746538,0.2236699588411332,0.2550617517925393,0.06839622641509434,0.021397756686798962,0.2397586954472617,0.24042674795199084,0.3390966831333804,0.2967479674796748,0.4615384615384616,0.3603603603603603,DUO_SUPPORT,11,0,14,4,62360468.0,Mni,62,31681,9306,27878,8075,58,0,0,124,5,0,12718,1262,961,0,0,73,12,9,40,False,"{'10-20': 29.24999999999997, '0-10': 11.899999999999977, '20-30': 31.44999999999999}","{'10-20': 375.3, '0-10': 230, '20-30': 478.3}",sup,0.9949108085267505
3579,3579,209364129,5,14,164,0,"{'10-20': 1.5, '0-10': 0.4, '20-30': 2.7}","{'10-20': -0.19999999999999996, '0-10': -0.9, '20-30': 0.3999999999999999}",209364129,KR,19765,401,23734,"{'10-20': -401.70000000000005, '0-10': 113.09999999999997, '20-30': -359.6}","{'10-20': 936, '0-10': 706.4, '20-30': 1431.6}",11,0,False,False,False,False,False,False,1520398244769,1986,3137452026,8.5.220.3006,11851,"{'10-20': 394.4, '0-10': 272.1, '20-30': 391.6}",11858,MASTER,0,1412,2420,3111,3078,3053,1029,3340,2,6,JUNGLE,0,2,1,415,5546,301,8742,11,/v1/stats/player_history/KR/209364129,112,15,64,0,10,0,8112,1376,0,0,8143,626,0,0,8136,16,0,0,8105,4,0,0,9104,14,30,0,9111,401,0,0,8100,8000,121129,13754,24787,KR,0,0,0,0,0,0,0,0,0,0,3152,0,420,0.1851851851851852,0.3142857142857143,0.20468048359240068,0.3157894736842105,0.10336239103362392,0.015271715933967587,0.005518885221855519,0.2330267892842863,0.7777777777777778,0.4576483789675718,0.4309707338472144,0.2940855430978229,0.15555555555555556,0.2287107017074912,0.19019475279698167,0.27282792705333003,0.333965065226318,0.0625,0.092320966350302,0.5476293712885286,0.6452657649076015,0.1676076217360621,0.22764227642276424,0.07692307692307693,0.2792792792792793,NONE,11,0,11,4,60030452.0,GCA Bonnie,21,155725,17442,34005,10573,53,0,0,535,1,0,29049,3387,475,0,0,56,2,7,31,False,"{'10-20': 24.899999999999977, '0-10': -182.90000000000003, '20-30': -47.099999999999994}","{'10-20': 500.6, '0-10': 229.89999999999998, '20-30': 455.3}",jg,2.5029728835833795
3630,3630,305533,13,18,41,0,"{'10-20': 9.3, '0-10': 5.699999999999999, '30-end': 1.6, '20-30': 8.5}","{'10-20': 1.0999999999999996, '0-10': -2.3000000000000007, '30-end': -2.1999999999999997, '20-30': 1.4}",305533,KR,8498,3409,16247,"{'10-20': -74.19999999999999, '0-10': 5.799999999999983, '30-end': -462, '20-30': -624.3}","{'10-20': 773.4000000000001, '0-10': 344.9, '30-end': 1162.6, '20-30': 816.7}",5,0,False,False,True,False,False,False,1520322412683,2257,3136583634,8.4.218.8787,15986,"{'10-20': 409.7, '0-10': 242.9, '30-end': 567.8, '20-30': 445.6}",14808,MASTER,0,3142,3078,3046,2033,3031,3047,3340,1,3,TOP,1460,2,1,543,12626,6688,12641,11,/v1/stats/player_history/KR/305533,22,5,11,0,1,0,8359,260,11,0,8304,10,0,0,8345,4,0,0,8352,754,0,0,8226,1285,0,0,8237,593,0,0,8300,8200,257450,19760,13643,KR,0,0,0,0,0,0,0,0,0,0,2095,0,420,0.1625,0.16129032258064516,0.2030587099560501,0.08333333333333333,0.15171835708298406,0.03909837766196285,0.12061534022254684,0.1337219142724157,0.12021857923497267,0.4226242264064218,0.2451156732617999,0.17741683788915186,0.1188118811881188,0.25261467902087936,0.20657771221670912,0.14918072060929205,0.12262821001295435,0.26988922457200404,0.425,0.07758781976406103,0.33356284905516026,0.060963496399304686,0.18,0.13513513513513514,0.1937984496124031,SOLO,11,0,12,4,1225219.0,서른즈움에,24,285422,30809,26776,6437,268,0,0,986,1,0,15344,4360,491,1,0,54,5,5,25,True,"{'10-20': -35.599999999999994, '0-10': -70.90000000000003, '30-end': 455.8, '20-30': -29.599999999999966}","{'10-20': 518.6, '0-10': 386.2, '30-end': 820.6, '20-30': 539}",top,0.8520468174649012
